specimen_id,excerpt,location,context_tags,tone_flags
S0051,"""text"": ""•\t[Feature] Thread Ripper / Ultraslicer Mode:\n\t•\tMelts every last byte of context out of every single ChatGPT thread, repo commit, and memory log, then rips",dopemux_voice_input/conversations/684e6d76-8554-8006-8020-2d6d852c4c2e__Spec Extraction Request.json:L340-L340,naming,forensic|punitive|cyberpunk|procedural|witty
S0052,"""text"": ""<<<ARTEFACT_BEGIN label=\""DEV-SPECS_chunk_003\"" type=\""markdown\"">>>\n---\n\n## 6. **Key Extension/Integration Points**\n\n* **Persona/Brand config**: Drop-in YAML, hot-reloadable, overrides all menus/logs/UX\n* **Plugin**: `/plugins/`, input/output/manifest contract\n* **External Agents**: Full read/write to",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L934-L934,naming,forensic|punitive|procedural|kinky-coded
S0053,"""text"": ""<<<ARTEFACT_BEGIN label=\""rip1_chunk_001\"" type=\""markdown\"">>>\n````\n# To extract a ripped design spec from `.md` files using the instructions provided, do the following:\n\n# 1. Save the output from",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L1591-L1591,naming,forensic|punitive|cyberpunk|procedural|witty
S0054,"""text"": ""<<<ARTEFACT_BEGIN label=\""rip1_chunk_001\"" type=\""markdown\"">>>\n````\n# To extract a ripped design spec from `.md` files using the instructions provided, do the following:\n\n# 1. Save the output from",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L4126-L4126,naming,forensic|punitive|cyberpunk|procedural|witty
S0055,"""# 💊 DØPEMÜX OPERATOR DOSSIER \n**Subject:** Hue / DJ Dom / The Architect \n**Timezone:** America/Vancouver \n**Use:** Hand this to any LLM as a high-fidelity primer",dopemux_voice_input/conversations/68b84f3b-fb50-8322-bfda-a7c75770ad7e__Hue DJ Dom Architect Dossier.json:L346-L346,instruction,forensic|cyberpunk|procedural|witty|kinky-coded
S0056,"""text"": ""fileciteturn0file0\n\n**Acknowledged.**\nI have fully ingested the massive, zero-loss spec dump you provided—`dopemux_forensic_spec_FULL copy.md`.\nGiven the directive, every detail, fragment, and contradiction is surfaced—no paraphrase, no rewording,",dopemux_voice_input/conversations/684e6891-b65c-8006-b66d-5411ac0807d3__Build-ready product architecture.json:L1535-L1535,naming,forensic|punitive|procedural|witty|kinky-coded
S0057,"""text"": ""<<<ARTEFACT_BEGIN label=\""DEV-SPECS_chunk_002\"" type=\""markdown\"">>>\n### **B. Extension**\n\n* **Add new persona:** Drop a new `persona.yaml` into `.dopemux/branding/`\n* **Add roast/banter:** Edit or extend `roast_phrases` in config or in",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L974-L974,naming,forensic|punitive|procedural|kinky-coded
S0058,"""result"": ""# 【0†ACCEPTANCE_CRITERIA.md†file-VYo7NedH6SaFWZPTgTu1Yh】\nContent source: Source.file\nTitle: ACCEPTANCE_CRITERIA.md\nCitation Marker: fileciteturn4file0\nContent Snippet:\n[L1] Title: Acceptance Criteria\n[L2] Status: Draft | Owner: You | Last Updated: 2025-08-15 PT\n[L3] \n[L4] - Extract",dopemux_voice_input/conversations/68a0e1ce-4054-8328-96a0-d56d3122d71d__Cloud enrichment file creation.json:L8461-L8461,error msg,anti-fluff|forensic|punitive|procedural
S0059,"""**Understood, Captain Filth:** \nYou want **every single core file** to be a \""maximal dopemux fusion\""—meaning:\n\n- **Every file is self-contained, lossless, and maximal**: \n - Ritual",dopemux_voice_input/conversations/684cc2a1-3a1c-8006-a40c-b7b6bbda6bf1__UBERSLICER Extraction Ritual.json:L2455-L2455,naming,forensic|punitive|procedural
S0060,"""```shell\n# [OK] — OMNIBUS ULTRA-CONTEXT DUMP: dopemux & UBERSLICER v1.4.0\n\n────────────────────────────────────────────────────────────────────────────\n## EXECUTIVE SNAPSHOT\n\n**dopemux** is a **terminal-native, ADHD-forensic, dopamine-maximal context engine** for memory-obsessed, agentic devs. \n*Every input",dopemux_voice_input/conversations/684e976b-8034-8006-94aa-fdbe4a7b3459__dopemux Ultra-Context Dump.json:L1130-L1130,tagline,forensic|punitive|procedural
S0061,"""```shell\n# [OK] — DEEP_RIP: PER-CATEGORY — dopemux/UBERSLICER v1.4.0\n\n────────────────────────────────────────────────────────────────────────────\n## DEEP RIP: **Instructions / Rituals**\n- **Ritual Header:** All instruction files begin with an ANSI art ritual box",dopemux_voice_input/conversations/684e976b-8034-8006-94aa-fdbe4a7b3459__dopemux Ultra-Context Dump.json:L1385-L1385,naming,forensic|punitive|procedural|kinky-coded
S0062,"""```shell\n# [OK] — DEEP_RIP: PER-CATEGORY (UPLOADED FILES) — dopemux/UBERSLICER v1.4.0\n\n────────────────────────────────────────────────────────────────────────────\n## 🔬 **INSTRUCTIONS / RITUALS**\n**Source:** 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-FND-ULTRA-RITUAL.txt \n- Ritual startup framing: Every terminal session starts with a",dopemux_voice_input/conversations/684e976b-8034-8006-94aa-fdbe4a7b3459__dopemux Ultra-Context Dump.json:L1470-L1470,tagline,forensic|punitive|procedural
S0063,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INSTRUCTION.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INSTRUCTION ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Ritual compliance is non-negotiable. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) + dopemux filth daemon",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1142-L1142,naming,forensic|punitive|procedural
S0064,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INSTRUCTION.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INSTRUCTION ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Ritual compliance is non-negotiable. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) + dopemux filth daemon",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1442-L1442,naming,forensic|punitive|procedural
S0065,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INSTRUCTION.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INSTRUCTION ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Ritual compliance is non-negotiable. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) + dopemux filth daemon",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1480-L1480,naming,forensic|punitive|procedural
S0066,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INSTRUCTION.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INSTRUCTION ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Ritual compliance is non-negotiable. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) + dopemux filth daemon",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1708-L1708,naming,forensic|punitive|procedural
S0067,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INSTRUCTION.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INSTRUCTION ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Ritual compliance is non-negotiable. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) + dopemux filth daemon",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1822-L1822,naming,forensic|punitive|procedural
S0068,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INSTRUCTION.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INSTRUCTION ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Ritual compliance is non-negotiable. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) + dopemux filth daemon",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1919-L1919,naming,forensic|punitive|procedural
S0069,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INSTRUCTION.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INSTRUCTION ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Ritual compliance is non-negotiable. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) + dopemux filth daemon",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1959-L1959,naming,forensic|punitive|procedural
S0070,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INSTRUCTION.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INSTRUCTION ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Ritual compliance is non-negotiable. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) + dopemux filth daemon",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L2199-L2199,naming,forensic|punitive|procedural
S0071,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INSTRUCTION.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INSTRUCTION ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Ritual compliance is non-negotiable. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) + dopemux filth daemon",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L2319-L2319,naming,forensic|punitive|procedural
