src/dopemux/cli.py:19:import signal
src/dopemux/cli.py:51:from .adhd import AttentionMonitor, ContextManager, TaskDecomposer
src/dopemux/cli.py:142:    "focused": {
docs/planes/pm/SIGNAL_VS_NOISE_ANALYSIS.md:131:UNKNOWN. Evidence needed: user validation and incident replay after suppression is applied.
docs/planes/pm/SIGNAL_VS_NOISE_ANALYSIS.md:133:### Which PM notifications must stay visible in deep-focus mode by policy?
docs/planes/pm/SIGNAL_VS_NOISE_ANALYSIS.md:135:UNKNOWN. Evidence needed: explicit PM policy document mapping event classes to focus-mode behavior. Current code implements CRITICAL+HIGH passthrough but no policy rationale is documented.
src/dopemux/adhd/context_manager.py:43:        self.focus_duration = kwargs.get("focus_duration", 0)
src/dopemux/adhd/context_manager.py:64:            "focus_duration": self.focus_duration,
src/dopemux/adhd/context_manager.py:215:                    focus_score REAL DEFAULT 0.0,
src/dopemux/adhd/context_manager.py:374:                            "focus_duration": data.get("focus_duration", 0),
src/dopemux/adhd/context_manager.py:563:        focus_duration = context.focus_duration
src/dopemux/adhd/context_manager.py:564:        if focus_duration > 45:
src/dopemux/adhd/context_manager.py:566:        elif focus_duration > 20:
src/dopemux/adhd/context_manager.py:567:            tags.append("focused")
src/dopemux/adhd/context_manager.py:568:        elif focus_duration > 0:
src/dopemux/adhd/context_manager.py:683:                    "focus_duration": data.get("focus_duration", 0),
src/dopemux/adhd/context_manager.py:713:            focus_duration=0,  # Would come from attention monitor
docs/planes/pm/_handoff/PM-FRIC-01_HANDOFF.md:29:- Evidence search noise in PM triage
docs/planes/pm/_handoff/PM-FRIC-01_HANDOFF.md:36:- What fraction of PM triage output is actionable vs noise?
docs/planes/pm/_handoff/PM-FRIC-01_HANDOFF.md:37:- What is the observed event-rate reduction after suppression rules?
docs/planes/pm/_handoff/PM-FRIC-01_HANDOFF.md:38:- Which suppressed classes should remain visible for recovery workflows?
services/adhd_engine/adhd_metrics_server.py:16:    service_name="adhd-engine",
services/adhd_engine/adhd_metrics_server.py:32:    return web.json_response({"status": "healthy", "service": "adhd-engine-metrics"})
services/adhd_engine/services/adhd-dashboard/main.py:56:            "/api/adhd-state",
services/adhd_engine/services/adhd-dashboard/main.py:78:@app.get("/api/adhd-state")
services/adhd_engine/services/adhd-dashboard/main.py:79:async def get_adhd_state(api_key: str = Security(verify_api_key)):
services/adhd_engine/services/adhd-dashboard/main.py:82:        "attention_state": "focused",
services/adhd_engine/services/adhd-dashboard/main.py:143:        "service": "adhd-dashboard",
services/adhd_engine/locustfile.py:8:    def test_adhd_engine_health(self):
docs/planes/pm/PM_ADHD_REQUIREMENTS.md:23:- Required PM signals (minimal)
docs/planes/pm/PM_ADHD_REQUIREMENTS.md:24:- Suppressed signals (noise by default)
docs/planes/pm/PM_ADHD_REQUIREMENTS.md:25:- Proactive surfacing rules (gated by focus state)
services/adhd_engine/cli/adhd.py:12:    adhd status              Show current ADHD state
services/adhd_engine/cli/adhd.py:13:    adhd break [--duration]  Suggest or start a break
services/adhd_engine/cli/adhd.py:14:    adhd focus [--task]      Start focus session
services/adhd_engine/cli/adhd.py:15:    adhd check               Run all detectors
services/adhd_engine/cli/adhd.py:16:    adhd voice [message]     Speak via TTS
services/adhd_engine/cli/adhd.py:17:    adhd context save        Save current context
services/adhd_engine/cli/adhd.py:18:    adhd context restore     Restore last context
services/adhd_engine/cli/adhd.py:110:        "hyperfocus": "🔥",
services/adhd_engine/cli/adhd.py:111:        "focused": "🎯",
services/adhd_engine/cli/adhd.py:114:        "overwhelmed": "😰"
services/adhd_engine/cli/adhd.py:129:    if attention == "overwhelmed":
services/adhd_engine/cli/adhd.py:177:        print(f"  Start: 'adhd break --start'")
services/adhd_engine/cli/adhd.py:178:        print(f"  Guide: 'adhd break --interactive'")
services/adhd_engine/cli/adhd.py:183:def cmd_focus(args):
services/adhd_engine/cli/adhd.py:184:    """Start focus session."""
services/adhd_engine/cli/adhd.py:187:    result = http_post("/api/v1/focus-session", {
services/adhd_engine/cli/adhd.py:199:        print(f"{Colors.YELLOW}Starting focus session locally...{Colors.RESET}")
services/adhd_engine/cli/adhd.py:217:    # Check hyperfocus
services/adhd_engine/cli/adhd.py:224:        print(f"{Colors.GREEN}✓ Hyperfocus: OK ({session_min}min){Colors.RESET}")
services/adhd_engine/cli/adhd.py:234:    attention = state.get("attention", "focused")
services/adhd_engine/cli/adhd.py:235:    if attention == "overwhelmed":
services/adhd_engine/cli/adhd.py:269:            "prompt_hint": "Manual context save from CLI"
services/adhd_engine/cli/adhd.py:295:        prog="adhd",
services/adhd_engine/cli/adhd.py:311:    # focus
services/adhd_engine/cli/adhd.py:312:    parser_focus = subparsers.add_parser("focus", help="Start focus session")
services/adhd_engine/cli/adhd.py:313:    parser_focus.add_argument("--task", "-t", help="Task description")
services/adhd_engine/cli/adhd.py:314:    parser_focus.add_argument("--duration", "-d", type=int, default=25, help="Target minutes")
services/adhd_engine/cli/adhd.py:315:    parser_focus.set_defaults(func=cmd_focus)
docs/planes/pm/_evidence/PM-INV-01_TASK_SCHEMA_ANALYSIS.md:188:**Location**: `src/dopemux/adhd/task_decomposer.py:40-78`
docs/planes/pm/_evidence/PM-INV-01_TASK_SCHEMA_ANALYSIS.md:462:adhd_metadata: Optional[ADHDMetadata] = None  # Backwards-compatible
docs/planes/pm/_evidence/PM-INV-01_TASK_SCHEMA_ANALYSIS.md:571:**File**: `src/dopemux/adhd/task_decomposer.py`
services/adhd_engine/conport_client.py:46:        Returns current work context, session info, and focus state
services/adhd_engine/metrics.py:11:REQUEST_COUNT = Counter('adhd_requests_total', 'Total number of requests', ['method', 'endpoint'])
services/adhd_engine/metrics.py:12:REQUEST_LATENCY = Histogram('adhd_request_duration_seconds', 'Request duration in seconds', ['method', 'endpoint'])
services/adhd_engine/metrics.py:15:ENERGY_LEVEL = Gauge('adhd_energy_level', 'Current energy level', ['user_id'])
services/adhd_engine/metrics.py:16:ATTENTION_STATE = Gauge('adhd_attention_state', 'Current attention state', ['user_id'])
services/adhd_engine/metrics.py:17:COGNITIVE_LOAD = Gauge('adhd_cognitive_load', 'Current cognitive load', ['user_id'])
services/adhd_engine/metrics.py:20:BREAK_RECOMMENDATIONS = Counter('adhd_break_recommendations_total', 'Total break recommendations')
services/adhd_engine/metrics.py:21:ACCOMMODATION_STATS = Counter('adhd_accommodation_actions_total', 'Total accommodation actions', ['action_type'])
services/adhd_engine/metrics.py:24:ACTIVE_USERS = Gauge('adhd_active_users', 'Number of active users')
services/adhd_engine/metrics.py:25:MONITORING_CYCLES = Counter('adhd_monitoring_cycles_total', 'Total monitoring cycles completed')
services/adhd_engine/metrics.py:28:SERVICE_INFO = Info('adhd_service', 'ADHD Engine service information')
services/adhd_engine/metrics.py:31:    'service': 'adhd-accommodation-engine'
services/adhd_engine/config.py:23:        "http://localhost:3000,http://localhost:8097,http://adhd-dashboard:8097"
services/adhd_engine/config.py:54:    hyperfocus_monitor_interval: int = int(os.getenv("HYPERFOCUS_MONITOR_INTERVAL", "60"))
services/adhd_engine/config.py:65:    ntfy_topic: str = os.getenv("NTFY_TOPIC", "adhd-dopemux-dev")
services/task-orchestrator/performance_optimizer.py:30:    HYPERFOCUS_UTILIZATION = "hyperfocus_utilization"
services/task-orchestrator/performance_optimizer.py:50:    pattern_type: str                     # "energy_cycle", "focus_pattern", etc.
services/task-orchestrator/performance_optimizer.py:61:    adhd_accommodations: List[str]        # Required accommodations
services/task-orchestrator/performance_optimizer.py:89:    adhd_friendly: bool
services/task-orchestrator/performance_optimizer.py:116:        self.adhd_pattern_templates = {
services/task-orchestrator/performance_optimizer.py:117:            "hyperfocus_sessions": {
services/task-orchestrator/performance_optimizer.py:120:                "optimal_energy": ["high", "hyperfocus"],
services/task-orchestrator/performance_optimizer.py:127:                "adhd_penalty": 0.5  # Extra penalty for ADHD users
services/task-orchestrator/performance_optimizer.py:148:            "adhd_accommodations_applied": 0
services/task-orchestrator/performance_optimizer.py:209:                recommendations.extend(await self._generate_general_adhd_recommendations(context))
services/task-orchestrator/performance_optimizer.py:222:            # Limit to top 3 to avoid overwhelm
services/task-orchestrator/performance_optimizer.py:245:                "adhd_accommodations": []
services/task-orchestrator/performance_optimizer.py:253:            final_tasks = await self._apply_adhd_optimizations(optimized_tasks, context)
services/task-orchestrator/performance_optimizer.py:263:                "adhd_accommodations": improvement["adhd_accommodations"]
services/task-orchestrator/performance_optimizer.py:349:                        adhd_accommodations=list(item.get("adhd_accommodations", [])),
services/task-orchestrator/performance_optimizer.py:420:        # Detect focus patterns
services/task-orchestrator/performance_optimizer.py:421:        if "focus_sessions" in session_data:
services/task-orchestrator/performance_optimizer.py:422:            focus_pattern = await self._detect_focus_pattern(user_id, session_data)
services/task-orchestrator/performance_optimizer.py:423:            if focus_pattern:
services/task-orchestrator/performance_optimizer.py:424:                patterns.append(focus_pattern)
services/task-orchestrator/performance_optimizer.py:442:            success_indicators=["sustained_focus", "high_completion_rate"],
services/task-orchestrator/performance_optimizer.py:443:            adhd_accommodations=["hyperfocus_protection", "gentle_transitions"],
services/task-orchestrator/performance_optimizer.py:445:            attention_requirements=["focused", "hyperfocused"],
services/task-orchestrator/performance_optimizer.py:451:    async def _detect_focus_pattern(
services/task-orchestrator/performance_optimizer.py:454:        """Detect focus session patterns."""
services/task-orchestrator/performance_optimizer.py:455:        # Implementation would analyze focus session data
services/task-orchestrator/performance_optimizer.py:478:    async def _generate_general_adhd_recommendations(
services/task-orchestrator/performance_optimizer.py:484:                recommendation_id=f"adhd_general_{uuid.uuid4().hex[:6]}",
services/task-orchestrator/performance_optimizer.py:487:                rationale="Match high-energy tasks to peak hours for better focus",
services/task-orchestrator/performance_optimizer.py:499:                adhd_friendly=True,
services/task-orchestrator/performance_optimizer.py:547:        # Apply focus patterns
services/task-orchestrator/performance_optimizer.py:548:        focus_patterns = [p for p in patterns if p.pattern_type == "focus_pattern"]
services/task-orchestrator/performance_optimizer.py:549:        if focus_patterns:
services/task-orchestrator/performance_optimizer.py:550:            optimized_tasks = await self._apply_focus_patterns(optimized_tasks, focus_patterns[0])
services/task-orchestrator/performance_optimizer.py:561:        high_energy_tasks = [t for t in tasks if t.get("energy_required", "medium") in ["high", "hyperfocus"]]
services/task-orchestrator/performance_optimizer.py:571:    async def _apply_focus_patterns(
services/task-orchestrator/performance_optimizer.py:574:        focus_pattern: ProductivityPattern
services/task-orchestrator/performance_optimizer.py:576:        """Apply focus pattern optimization to tasks."""
services/task-orchestrator/performance_optimizer.py:577:        # Implementation would apply focus-based optimizations
services/task-orchestrator/performance_optimizer.py:580:    async def _apply_adhd_optimizations(
services/task-orchestrator/performance_optimizer.py:586:        adhd_optimized = []
services/task-orchestrator/performance_optimizer.py:598:                task["adhd_accommodations"] = self._get_task_accommodations(task, context)
services/task-orchestrator/performance_optimizer.py:600:                adhd_optimized.append(task)
services/task-orchestrator/performance_optimizer.py:602:        return adhd_optimized
services/task-orchestrator/performance_optimizer.py:635:        if task.get("requires_focus", False):
services/task-orchestrator/performance_optimizer.py:638:                "Use focus music/noise",
services/task-orchestrator/performance_optimizer.py:639:                "Enable hyperfocus protection"
services/task-orchestrator/performance_optimizer.py:662:            "adhd_accommodations": [f"Accommodation for task {i}" for i in range(len(optimized))]
services/adhd_engine/adhd_monitoring_patch.py:14:    service_name="adhd-engine",
services/adhd_engine/external_activity.py:53:    - App focus patterns (distraction tracking)
