component_id	name	subsystem_id	container_name	purpose	public_interfaces	data_owned	dependencies	tech	stack	repo	owner	slo_availability	slo_latency	sli_metrics	alerts	security_notes	threat_model_refs	adr_ids	rfc_ids	source_uri	source_lines	created_at	updated_at	tags
COMP-conport-integration-	ConPort Integration (MCP)	SUB-DATA-ORGANIZATI		"```typescript
interface ConPortSync {
  // Read Operations
  get_decisions(filter: {tag: 'WIP'|'active'}): Decision[]
  search_decisions(query: string): Decision[]

  // Write Operations
  log_decisio"	ConPortSync {; Decision {			typescript		em[]):	Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/94-architecture/zero-touch-sync-architecture.md	1-25	2025-10-02T03:01:42.518278	2025-10-02T03:01:42.518279	
COMP-health-checks	Health Checks	SUB-INSTALLATION-FL		"1. **Service Health**: HTTP endpoint returning sync service status
2. **System Connectivity**: Test MCP/JSON-RPC connections to all systems
3. **Data Integrity**: Sample entity consistency checks
4. *"	returning sync service status						Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/94-architecture/zero-touch-sync-architecture.md	1-6	2025-10-02T03:01:42.519421	2025-10-02T03:01:42.519422	testing|architecture
COMP-primary-stakeholders	Primary Stakeholders			"**ADHD Developers (Primary Users)**
- **Needs**: Cognitive load reduction, executive function support, context preservation
- **Challenges**: Task initiation paralysis, working memory deficits, attent"	usage, context window optimization, model coordination; , multi-model orchestration, semantic processing						Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/94-architecture/03-context-scope.md	1-14	2025-10-02T03:01:42.521222	2025-10-02T03:01:42.521223	api
COMP-system-boundary	System Boundary	SUB-ENHANCED-ROLE-S		"```
┌─────────────────────────────────────────────────────────────┐
│                        DOPEMUX SYSTEM                      │
├─────────────────────────────────────────────────────────────┤
│  ┌─"	│  │        Web Interface           │  │					worktrees	Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/03-context-scope.md	1-27	2025-10-02T03:01:42.522311	2025-10-02T03:01:42.522313	architecture
COMP-ai-llm-services	**AI/LLM Services**			"- **Claude API (Anthropic)**: Primary reasoning and code generation
- **OpenAI APIs**: GPT models for specialized tasks
- **Gemini API (Google)**: Alternative reasoning and large context processing
- "	REST: APIs, streaming responses, context management; (Anthropic)**: Primary reasoning and code generation; s**: GPT models for specialized tasks						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/03-context-scope.md	1-5	2025-10-02T03:01:42.522699	2025-10-02T03:01:42.522700	api
COMP-development-environm	**Development Environment**			"- **Claude Code CLI**: Primary development interface
- **Git Repositories**: Source code management and worktree coordination
- **File System**: Project files, configuration, session state
- **Termina"	- **Git Repositories**: Source code management and worktree coordination					sitories**:	Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/03-context-scope.md	1-5	2025-10-02T03:01:42.522918	2025-10-02T03:01:42.522920	architecture
COMP-mcp-ecosystem	**MCP Ecosystem**			"- **Context7**: Documentation and API reference server
- **ConPort**: Project memory and knowledge graph server
- **Sequential Thinking**: Multi-step reasoning server
- **Task Master AI**: Task manage"	reference server						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/03-context-scope.md	1-6	2025-10-02T03:01:42.523161	2025-10-02T03:01:42.523162	api
COMP-data-flow-direction	Data Flow Direction	SUB-DATA-ORGANIZATI		"1. **User Input** → Dopemux CLI/Web Interface
2. **Intent Processing** → Core Engine & MCP Broker
3. **AI Coordination** → External LLM APIs
4. **Context Management** → ConPort & Session Storage
5. **"	s; 2. **Intent Processing** → Core Engine & MCP Broker; & Terminal						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/03-context-scope.md	1-6	2025-10-02T03:01:42.523916	2025-10-02T03:01:42.523917	
COMP-3-system-scope-conte	3. System Scope & Context (C4 L0)	SUB-12-EXA-WEB-SEAR		"- **Users:** Developers, Operators.
- **External Systems:** VoyageAI API (rerankers), optional PluggedIn proxy, SaaS sources (Drive/Notion/etc. when enabled)."	(rerankers), optional PluggedIn proxy, SaaS sources (Drive/Notion/etc. when enabled).						Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/94-architecture/arc42-dopemux-semantic-search.md	1-4	2025-10-02T03:01:42.524594	2025-10-02T03:01:42.524595	api
COMP-11-risks-mitigations	11. Risks & Mitigations	SUB-12-EXA-WEB-SEAR		"- **Vendor/API limits** → cache rerank inputs; use lite model or local reranker fallback.
- **Index drift** → periodic full re-embed; versioned collections.
- **Hybrid tuning** → run ablations to set "	limits** → cache rerank inputs; use lite model or local reranker fallback.	collection: s.					Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/arc42-dopemux-semantic-search.md	1-5	2025-10-02T03:01:42.525848	2025-10-02T03:01:42.525849	api
COMP-acceptance-criteria	Acceptance Criteria			"- All major containers identified and documented
- Technology choices clearly indicated
- Communication protocols specified (gRPC, REST, MCP)
- Deployment boundaries shown
- Responsibility boundaries "							Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/c4-l1-container.md	1-6	2025-10-02T03:01:42.526328	2025-10-02T03:01:42.526329	
COMP-unified-container-or	Unified Container Orchestration	SUB-1-AGENT-ORCHEST		"```
docker-compose.unified.yml (Single Master Configuration)
├── Shared Infrastructure Layer
│   ├── PostgreSQL Primary (5432) - Multiple databases
│   ├── Redis Primary (6379) - Event bus & general c"	refs	database: s	(19530, 9000-9001)				Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/unified-docker-consolidation.md	1-22	2025-10-02T03:01:42.530837	2025-10-02T03:01:42.530848	database|api
COMP-mcp-server-ports-seq	MCP Server Ports (Sequential 3002-3016)	SUB-ENHANCED-ROLE-S		"- **3002**: Context7 (Documentation & API references)
- **3003**: Zen (Multi-model orchestration)
- **3004**: ConPort (ADHD memory & decisions)
- **3005**: [Task Master AI - Reserved]
- **3006**: Sere"	references)						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/unified-docker-consolidation.md	1-10	2025-10-02T03:01:42.531450	2025-10-02T03:01:42.531453	api
COMP-critical-path-servic	Critical Path Services ✅	SUB-2-CORE-COMPONEN		"- **ConPort**: Enhanced persistence, database + Redis healthy
- **Context7**: Documentation & API references operational
- **Zen**: Multi-model orchestration active
- **Serena**: Code navigation ready"	references operational	database: + Redis healthy					Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/unified-docker-consolidation.md	1-5	2025-10-02T03:01:42.532446	2025-10-02T03:01:42.532447	database|api
COMP-management-interface	Management Interfaces ✅	SUB-MEMORY-SYSTEM-I		"- **Leantime**: Project management web UI
- **Redis Commander**: Database management interface
- **Minio Console**: Object storage management"	- **Minio Console**: Object storage management	Database: management interface					Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/unified-docker-consolidation.md	1-4	2025-10-02T03:01:42.532675	2025-10-02T03:01:42.532676	database
COMP-temporarily-disabled	Temporarily Disabled (By Design)			"- **Task Master AI**: External dependency issues
- **Claude Context**: Source directory missing
- **GPT-Researcher**: Source directory missing
- **Leantime Bridge**: Pending Leantime API configuration"	configuration						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/unified-docker-consolidation.md	1-5	2025-10-02T03:01:42.532852	2025-10-02T03:01:42.532853	api
COMP-environment-variable	Environment Variables	SUB-CRITICAL-ENVIRO		"- Sensitive data stored in `.env` file (gitignored)
- API keys isolated per service
- Database passwords use strong defaults
- Session secrets unique per installation"	keys isolated per service	Database: passwords use strong defaults				ignored)	Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/unified-docker-consolidation.md	1-5	2025-10-02T03:01:42.533888	2025-10-02T03:01:42.533889	database|api
COMP-cognitive-load-reduc	Cognitive Load Reduction			"**Principle**: Minimize mental processing overhead through interface design and interaction patterns.

**Implementation Patterns:**
- **Progressive Disclosure**: Show essential information first, deta"	design and interaction patterns.; state						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/08-cross-cutting-concepts.md	1-10	2025-10-02T03:01:42.535148	2025-10-02T03:01:42.535149	architecture
COMP-working-memory-offlo	**Working Memory Offloading**	SUB-PROJECT-MEMORY-		"```typescript
interface WorkingMemoryState {
  current_task: Task
  context_stack: ContextFrame[]
  recent_decisions: Decision[]
  session_progress: ProgressTracker
  interruption_recovery: Interrupti"	WorkingMemoryState {			typescript			Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/08-cross-cutting-concepts.md	1-10	2025-10-02T03:01:42.535532	2025-10-02T03:01:42.535533	
COMP-error-message-patter	**Error Message Patterns**			"```typescript
interface ADHDErrorMessage {
  level: ""info"" | ""warning"" | ""error""
  primary_message: string          // Clear, one-line explanation
  gentle_guidance?: string         // Supportive next"	ADHDErrorMessage {			typescript			Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/08-cross-cutting-concepts.md	1-11	2025-10-02T03:01:42.536814	2025-10-02T03:01:42.536815	
COMP-time-blindness-mitig	Time Blindness Mitigation	SUB-7-CRITICAL-RISK		"**Challenge**: ADHD users often struggle with time estimation and awareness.

**Solution**: Multiple time representation strategies.

```typescript
interface TimeRepresentation {
  // Visual time indi"	TimeRepresentation {			typescript			Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/08-cross-cutting-concepts.md	1-23	2025-10-02T03:01:42.537361	2025-10-02T03:01:42.537362	
COMP-todo	TODO			"Produce component diagram showing:
- Core component breakdown within each container
- MCP Router components: Discovery, Routing, Load Balancing
- Memory Manager components: Working, Session, Persisten"							Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/c4-l2-component.md	1-6	2025-10-02T03:01:42.539216	2025-10-02T03:01:42.539218	
COMP-system-architecture	System Architecture	SUB-FOR-TWO-PLANE-A		"```
┌─────────────────────────────────────────────────────────────┐
│                    ConPort Enhanced Server                  │
│                    (enhanced_server.py)                     │
├───"	Layer                                            │; /context/{workspace_id} - Context CRUD              │; /decisions - Decision logging with rationale        │						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/conport-enhanced-persistence.md	1-31	2025-10-02T03:01:42.541229	2025-10-02T03:01:42.541230	database|api
COMP-with-conport	With ConPort	SUB-DATA-ORGANIZATI		"- **Real-time Logging**: mem.upsert() and graph.link() operations
- **Query Interface**: Neighborhood traversal for query expansion
- **Decision Capture**: Automatic promotion of chat insights to pers"	**: Neighborhood traversal for query expansion						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/rag/rag-system-overview.md	1-4	2025-10-02T03:01:42.552110	2025-10-02T03:01:42.552115	
COMP-with-existing-system	With Existing Systems	SUB-QUERY-EXISTING-		"- **Claude-Context MCP**: Complementary code search capabilities
- **Milvus Cluster**: Shared vector database infrastructure
- **Voyage AI**: External API for embedding and reranking"	for embedding and reranking	database: infrastructure					Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/rag/rag-system-overview.md	1-4	2025-10-02T03:01:42.552296	2025-10-02T03:01:42.552297	database|api
COMP-health-monitoring	Health Monitoring			"- **Service Health**: Milvus, ConPort, Voyage API availability
- **Performance**: Query latency, reranker throughput, memory usage
- **Quality**: Empty-hit rates, staleness detection, accuracy metrics"	availability						Engineering Team	99.9%	P50<50ms; P99<300ms	latency						docs/94-architecture/rag/rag-system-overview.md	1-4	2025-10-02T03:01:42.552477	2025-10-02T03:01:42.552478	performance|api|testing
COMP-benefits	Benefits			"1. **Reduced Cognitive Load**: Simple choices, clean interface
2. **User Agency**: Users control their environment
3. **Context Preservation**: Bookmarking solves interruption problems
4. **Production"	2. **User Agency**: Users control their environment						Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/94-architecture/09-decisions/adr-0036-adhd-simple-accommodations.md	1-8	2025-10-02T03:01:42.555394	2025-10-02T03:01:42.555395	
COMP-validation	Validation			"Testing confirmed:
- Tool profiles work correctly (3/5/all tool limits)
- Session bookmarking preserves context perfectly
- Clean visual indicators reduce overwhelm
- Simple interface improves usabili"	improves usability						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/09-decisions/adr-0036-adhd-simple-accommodations.md	1-7	2025-10-02T03:01:42.555713	2025-10-02T03:01:42.555714	testing
COMP-mcp-services-layer	MCP Services Layer	SUB-ENHANCED-ROLE-S		"- **ConPort**: Project memory and knowledge graph management
- **Context7**: Documentation and API reference server
- **Sequential Thinking**: Multi-step reasoning server
- **Task Master AI**: Task ma"	reference server						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/09-decisions/adr-0058-mcp-orchestrator-containerized-deployment.md	1-8	2025-10-02T03:01:42.556719	2025-10-02T03:01:42.556720	api
COMP-application-layer	Application Layer			"- **Dopemux Core**: Main application server
- **API Gateway**: Request routing and authentication
- **MetaMCP Broker**: MCP server aggregation and load balancing"	Gateway**: Request routing and authentication						Engineering Team	99.9%	P50<50ms; P99<300ms			authentication				docs/94-architecture/09-decisions/adr-0058-mcp-orchestrator-containerized-deployment.md	1-4	2025-10-02T03:01:42.556904	2025-10-02T03:01:42.556905	api
COMP-integration-errors	Integration Errors	SUB-LEANTIME-S-TECH		"```
❌ Traditional: ""API call failed. HTTP 401 Unauthorized.""
✅ Gentle: ""🔑 We need to refresh your connection to the service.

Your authentication token may have expired (this happens automatically).

"	"call failed. HTTP 401 Unauthorized."""						Engineering Team	99.9%	P50<50ms; P99<300ms			authentication				docs/94-architecture/09-decisions/adr-0104-gentle-error-handling.md	1-11	2025-10-02T03:01:42.560313	2025-10-02T03:01:42.560315	api
COMP-references	🔗 References			"- [ADHD-Centered Design](101-adhd-centered-design.md)
- [Attention State Classification](103-attention-state-classification.md)
- [Progressive Disclosure Pattern](105-progressive-disclosure-pattern.md"	design						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/09-decisions/adr-0104-gentle-error-handling.md	1-7	2025-10-02T03:01:42.561919	2025-10-02T03:01:42.561920	architecture
COMP-integration-points	Integration Points	SUB-LEANTIME-S-TECH		"- **Claude Code**: Direct MCP integration with context7 server
- **Custom Agents**: Context7 client library for documentation access
- **Task Decomposition**: Documentation-aware task breakdown
- **Co"	specifications						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/94-architecture/09-decisions/adr-0002-context7-first-philosophy.md	1-5	2025-10-02T03:01:42.565180	2025-10-02T03:01:42.565181	api
